slug,name,address,vehicle_type,day,time_start,time_end,rate
national-cancer-centre-singapore-nccs,"National Cancer Centre, Singapore (NCCS)","11 Hospital Drive, S(169610)",Car,Sat,07:00 AM,09:59 PM,First min $0.04; Subsequent hour $2.40
national-cancer-centre-singapore-nccs,"National Cancer Centre, Singapore (NCCS)","11 Hospital Drive, S(169610)",Car,Sat,10:00 PM,06:59 AM,$2.18 per entry
national-cancer-centre-singapore-nccs,"National Cancer Centre, Singapore (NCCS)","11 Hospital Drive, S(169610)",Car,Sun & PH,07:00 AM,09:59 PM,First min $0.02; Subsequent hour $1.20
national-cancer-centre-singapore-nccs,"National Cancer Centre, Singapore (NCCS)","11 Hospital Drive, S(169610)",Car,Sun & PH,10:00 PM,06:59 AM,$2.18 per entry
maxwell-house,Maxwell House,38 Maxwell Road S(069116),Car,Mon - Sat,06:30 AM,05:00 PM,$1.40 per 30 mins
maxwell-house,Maxwell House,38 Maxwell Road S(069116),Car,Mon - Sat,05:00 PM,10:00 PM,$3.00 per entry
maxwell-house,Maxwell House,38 Maxwell Road S(069116),Car,Mon - Sat,10:00 PM,06:30 AM,$2.00 per entry
maxwell-house,Maxwell House,38 Maxwell Road S(069116),Car,Sun & PH,06:30 AM,10:00 PM,$3.00 per entry
maxwell-house,Maxwell House,38 Maxwell Road S(069116),Car,Sun & PH,10:00 PM,06:30 AM,$2.00 per entry
tan-boon-liat-building,Tan Boon Liat Building,"315 Outram Road, S(169074)",Car,Mon - Sun & PH,07:00 AM,07:00 PM,$1.28 per hour
tan-boon-liat-building,Tan Boon Liat Building,"315 Outram Road, S(169074)",Commercial,Mon - Sun & PH,07:00 AM,07:00 PM,$2.57 per hour
harbourfront-tower-1,HarbourFront Tower 1,"1 HarbourFront Place, S(098633)",Car,Mon - Fri,07:00 AM,06:00 PM,First hour $1.60; Subsequent 30 mins $0.80
harbourfront-tower-1,HarbourFront Tower 1,"1 HarbourFront Place, S(098633)",Car,Mon - Fri,06:00 PM,04:00 AM,$3.20 per entry
harbourfront-tower-1,HarbourFront Tower 1,"1 HarbourFront Place, S(098633)",Car,Mon - Fri,04:00 AM,07:00 AM,$2.50 per hour
harbourfront-tower-1,HarbourFront Tower 1,"1 HarbourFront Place, S(098633)",Car,Sat - Sun & PH,07:00 AM,06:00 PM,First hour $1.80; Subsequent 30 mins $0.90
harbourfront-tower-1,HarbourFront Tower 1,"1 HarbourFront Place, S(098633)",Car,Sat - Sun & PH,06:00 PM,04:00 AM,$3.50 per entry
harbourfront-tower-1,HarbourFront Tower 1,"1 HarbourFront Place, S(098633)",Car,Sat - Sun & PH,04:00 AM,07:00 AM,$2.50 per hour
hard-rock-hotel,Hard Rock Hotel,"8 Sentosa Gateway, S(098269)",Car,Mon - Thu,12:00 AM,11:59 PM,$6.00 per entry
hard-rock-hotel,Hard Rock Hotel,"8 Sentosa Gateway, S(098269)",Car,Fri - Sun & PH,12:00 AM,11:59 PM,$9.00 per entry
havelock-2,Havelock 2,"2 Havelock Road, S(059763)",Car,Mon - Sat,07:00 AM,05:59 PM,10 mins grace period; Per 30 mins $1.60
havelock-2,Havelock 2,"2 Havelock Road, S(059763)",Car,Mon - Sat,06:00 PM,06:59 AM,10 mins grace period; $3.20 per entry
havelock-2,Havelock 2,"2 Havelock Road, S(059763)",Car,Sun & PH,07:00 AM,06:59 AM,10 mins grace period; $3.20 per entry
national-heart-centre-singapore,National Heart Centre Singapore,"5 Hospital Drive, S(169609)",Car,Mon - Fri,07:00 AM,09:59 PM,$0.04 per min
national-heart-centre-singapore,National Heart Centre Singapore,"5 Hospital Drive, S(169609)",Car,Mon - Fri,10:00 PM,06:59 AM,$2.14 per entry
national-heart-centre-singapore,National Heart Centre Singapore,"5 Hospital Drive, S(169609)",Car,Sat,07:00 AM,09:59 PM,$0.04 per min
national-heart-centre-singapore,National Heart Centre Singapore,"5 Hospital Drive, S(169609)",Car,Sat,09:00 PM,06:59 AM,$2.14 per entry
national-heart-centre-singapore,National Heart Centre Singapore,"5 Hospital Drive, S(169609)",Car,Sun & PH,07:00 AM,09:59 PM,$0.02 per min
national-heart-centre-singapore,National Heart Centre Singapore,"5 Hospital Drive, S(169609)",Car,Sun & PH,10:00 PM,06:59 AM,$2.14 per entry
national-library-building,National Library Building,"100 Victoria Street, S(188064)",Car,Mon - Sat,07:00 AM,07:00 PM,15 mins grace period; First 30 mins $1.23; Subsequent min $0.05
national-library-building,National Library Building,"100 Victoria Street, S(188064)",Car,Mon - Sat,07:00 PM,11:30 PM,15 mins grace period; Per min $0.03
national-library-building,National Library Building,"100 Victoria Street, S(188064)",Car,Sun & PH,07:00 AM,11:30 PM,15 mins grace period; Per min $0.03
national-skin-centre,National Skin Centre,"1 Mandalay Road, S(308205)",Car,Mon - Fri,08:00 AM,05:00 PM,10 mins grace period; First hour $2.40; Subsequent 5 mins $0.20
neil-road,Neil Road,"110 Neil Rd, Singapore 088853",Car,Mon - Fri,07:00 AM,05:00 PM,$1.20 per 30 mins
neil-road,Neil Road,"110 Neil Rd, Singapore 088853",Car,Mon - Sat,05:00 PM,07:00 AM,$0.60 per 30 mins
neil-road,Neil Road,"110 Neil Rd, Singapore 088853",Car,Mon - Sat,10:30 PM,07:00 AM,$5.60 per entry
neil-road,Neil Road,"110 Neil Rd, Singapore 088853",Car,Sun & PH,07:00 AM,07:00 AM,$0.60 per 30 mins
neil-road,Neil Road,"110 Neil Rd, Singapore 088853",Car,Sun & PH,10:30 PM,07:00 AM,$5.60 per entry
north-bridge-centre,North Bridge Centre,"420 North Bridge Road, S(188727)",Car,Mon - Sat,08:00 AM,04:59 PM,$1.50 per 30 mins
north-bridge-centre,North Bridge Centre,"420 North Bridge Road, S(188727)",Car,Mon - Sat,05:00 PM,11:00 PM,$4.00 per entry
north-bridge-centre,North Bridge Centre,"420 North Bridge Road, S(188727)",Car,Sun & PH,08:00 AM,11:00 PM,$4.00 per entry
negara-hotel,Negara Hotel,"10 Claymore Road, S(229540)",Car,Mon - Sat,06:00 AM,04:59 PM,10 mins grace period; First hour $6.00; Subsequent 30 mins $3.00
negara-hotel,Negara Hotel,"10 Claymore Road, S(229540)",Car,Mon - Sat,05:00 PM,05:59 AM,10 mins grace period; $6.00 per entry
negara-hotel,Negara Hotel,"10 Claymore Road, S(229540)",Car,Sun & PH,06:00 AM,04:59 PM,10 mins grace period; First hour $6.00; Subsequent 30 mins $3.00
negara-hotel,Negara Hotel,"10 Claymore Road, S(229540)",Car,Sun & PH,05:00 PM,05:59 AM,10 mins grace period; $6.00 per entry
new-bahru,New Bahru,46 Kim Yam Road,Car,Mon - Sun & PH,12:00 AM,12:00 AM,15 mins grace period; First hour $2.00; Subsequent 30 mins $1.00
novena-gardens,Novena Gardens,"273 Thomson Road, S(307644)",Car,Mon - Sun & PH,07:00 AM,05:00 PM,First hour $2.40; Subsequent 30 mins $0.90
novena-gardens,Novena Gardens,"273 Thomson Road, S(307644)",Car,Mon - Sun & PH,05:00 PM,07:00 AM,First hour $2.40; Subsequent 30 mins $0.90
tan-tock-seng-hospital-ttsh,Tan Tock Seng Hospital (TTSH),"11 Jalan Tan Tock Seng, S(308433)",Car,Mon - Sat,07:00 AM,06:00 PM,15 mins grace period; Per min $0.04
tan-tock-seng-hospital-ttsh,Tan Tock Seng Hospital (TTSH),"11 Jalan Tan Tock Seng, S(308433)",Car,Mon - Sat,06:00 PM,07:00 AM,15 mins grace period; $2.40 per entry
tan-tock-seng-hospital-ttsh,Tan Tock Seng Hospital (TTSH),"11 Jalan Tan Tock Seng, S(308433)",Car,Sun & PH,07:00 AM,07:00 AM,15 mins grace period; $2.40 per entry
novotel-singapore-on-stevens,Novotel Singapore On Stevens,"28 Stevens Road, S(257878)",Car,Mon - Sun & PH,07:00 AM,11:30 AM,10 mins grace period; Per hour $4.60
novotel-singapore-on-stevens,Novotel Singapore On Stevens,"28 Stevens Road, S(257878)",Car,Mon - Sun & PH,02:30 PM,05:30 PM,10 mins grace period; Per hour $4.60
novotel-singapore-on-stevens,Novotel Singapore On Stevens,"28 Stevens Road, S(257878)",Car,Mon - Sun & PH,05:30 PM,11:00 PM,10 mins grace period; Per hour $1.72
novotel-singapore-on-stevens,Novotel Singapore On Stevens,"28 Stevens Road, S(257878)",Car,Mon - Sun & PH,11:00 PM,07:00 AM,10 mins grace period; $5.75 per entry
novotel-singapore-on-stevens,Novotel Singapore On Stevens,"28 Stevens Road, S(257878)",Car,Mon - Sun & PH,11:30 AM,02:30 PM,10 mins grace period; Per hour $1.72
tang-plaza,Tang Plaza,"320 Orchard Road, S(238865)",Car,Mon - Sun & PH,06:00 AM,06:00 PM,First hour $3.00; Subsequent min $0.05; Capped at $18.00
tang-plaza,Tang Plaza,"320 Orchard Road, S(238865)",Car,Mon - Sun & PH,06:00 PM,06:00 AM,$6.00 per entry
ntuc-income-centre,NTUC Income Centre,"75 Bras Basah Road, S(189557)",Car,Mon - Sat,06:30 AM,05:00 PM,$1.10 per 30 mins
ntuc-income-centre,NTUC Income Centre,"75 Bras Basah Road, S(189557)",Car,Mon - Sat,05:00 PM,11:00 PM,$3.00 per entry
ntuc-income-centre,NTUC Income Centre,"75 Bras Basah Road, S(189557)",Car,Sun & PH,12:00 AM,12:00 AM,$3.00 per 4 hours
oasia-hotel-downtown-singapore,"Oasia Hotel Downtown, Singapore","100 Peck Seah Street, S(079333)",Car,Mon - Fri,07:00 AM,05:00 PM,10 mins grace period; Per 30 mins $2.50
oasia-hotel-downtown-singapore,"Oasia Hotel Downtown, Singapore","100 Peck Seah Street, S(079333)",Car,Mon - Fri,05:00 PM,07:00 AM,10 mins grace period; $3.00 per entry
oasia-hotel-downtown-singapore,"Oasia Hotel Downtown, Singapore","100 Peck Seah Street, S(079333)",Car,Sat,07:00 AM,01:00 PM,10 mins grace period; Per 30 mins $2.50
oasia-hotel-downtown-singapore,"Oasia Hotel Downtown, Singapore","100 Peck Seah Street, S(079333)",Car,Sat,01:00 PM,07:00 AM,10 mins grace period; $3.00 per entry
oasia-hotel-downtown-singapore,"Oasia Hotel Downtown, Singapore","100 Peck Seah Street, S(079333)",Car,Sun & PH,07:00 AM,07:00 AM,10 mins grace period; $3.00 per entry
ntuc-prinsep-house,NTUC Prinsep House,"30 Prinsep Street, S(188647)",Car,Mon - Fri,07:00 AM,07:00 PM,15 mins grace period; Per 30 mins $1.25
ntuc-prinsep-house,NTUC Prinsep House,"30 Prinsep Street, S(188647)",Car,Mon - Fri,07:01 PM,06:59 AM,15 mins grace period; $3.50 per entry
ntuc-prinsep-house,NTUC Prinsep House,"30 Prinsep Street, S(188647)",Car,Sat,07:00 AM,05:00 PM,15 mins grace period; Per 30 mins $1.25
ntuc-prinsep-house,NTUC Prinsep House,"30 Prinsep Street, S(188647)",Car,Sat,05:01 PM,06:59 AM,15 mins grace period; $3.50 per entry
ntuc-prinsep-house,NTUC Prinsep House,"30 Prinsep Street, S(188647)",Car,Sun & PH,07:00 AM,06:59 AM,15 mins grace period; $3.50 per entry
ocbc-centre,OCBC Centre,"65 Chulia Street, S(049513)",Car,Mon - Fri,06:00 AM,06:00 PM,15 mins grace period; Per 30 mins $2.60
ocbc-centre,OCBC Centre,"65 Chulia Street, S(049513)",Car,Mon - Fri,06:00 PM,12:00 AM,15 mins grace period; $3.30 per entry
ocbc-centre,OCBC Centre,"65 Chulia Street, S(049513)",Car,Mon - Fri,12:00 AM,06:00 AM,15 mins grace period; Per hour $3.30
ocbc-centre,OCBC Centre,"65 Chulia Street, S(049513)",Car,Sat - Sun & PH,06:00 AM,12:00 AM,15 mins grace period; $3.30 per entry
ocbc-centre,OCBC Centre,"65 Chulia Street, S(049513)",Car,Sat - Sun & PH,12:00 AM,06:00 AM,15 mins grace period; Per hour $3.30
tanglin-mall,Tanglin Mall,"163 Tanglin Road, S(247933)",Car,Mon - Fri,06:01 AM,05:00 PM,First hour $2.40; Subsequent 30 mins $1.20
tanglin-mall,Tanglin Mall,"163 Tanglin Road, S(247933)",Car,Mon - Fri,05:01 PM,06:00 AM,$3.50 per entry
tanglin-mall,Tanglin Mall,"163 Tanglin Road, S(247933)",Car,Sat,06:01 AM,01:00 PM,First hour $2.40; Subsequent 30 mins $1.20
tanglin-mall,Tanglin Mall,"163 Tanglin Road, S(247933)",Car,Sat,01:01 PM,06:00 AM,$3.50 per entry
tanglin-mall,Tanglin Mall,"163 Tanglin Road, S(247933)",Car,Sun & PH,06:01 AM,06:00 AM,$3.50 per entry
oasia-hotel-singapore,Oasia Hotel Singapore,"8 Sinaran Drive, S(307470)",Car,Mon - Sat,06:00 AM,06:00 PM,First hour $2.50; Subsequent 30 mins $1.20
oasia-hotel-singapore,Oasia Hotel Singapore,"8 Sinaran Drive, S(307470)",Car,Mon - Sat,06:00 PM,06:00 AM,$2.50 per entry
oasia-hotel-singapore,Oasia Hotel Singapore,"8 Sinaran Drive, S(307470)",Car,Sun & PH,06:00 AM,06:00 AM,$3.00 per entry
tanglin-place,Tanglin Place,"91 Tanglin Road, S(247918)",Car,Mon - Sat,06:01 AM,06:00 PM,First hour $2.40; Subsequent 30 mins $1.20
tanglin-place,Tanglin Place,"91 Tanglin Road, S(247918)",Car,Mon - Sat,06:01 PM,06:00 AM,First hour $2.40; Subsequent 30 mins $1.20
tanglin-place,Tanglin Place,"91 Tanglin Road, S(247918)",Car,Sun & PH,06:00 AM,06:00 AM,First hour $2.40; Subsequent 30 mins $1.20
ocean-financial-centre,Ocean Financial Centre,"10 Collyer Quay, S(049315)",Car,Mon - Fri,06:00 AM,06:29 PM,10 mins grace period; Per 10 mins $1.20
ocean-financial-centre,Ocean Financial Centre,"10 Collyer Quay, S(049315)",Car,Mon - Fri,06:30 PM,05:59 AM,10 mins grace period; $5.90 per entry
ocean-financial-centre,Ocean Financial Centre,"10 Collyer Quay, S(049315)",Car,Sat,06:00 AM,12:59 PM,10 mins grace period; Per 10 mins $1.20
ocean-financial-centre,Ocean Financial Centre,"10 Collyer Quay, S(049315)",Car,Sat,01:00 PM,05:59 AM,10 mins grace period; $5.90 per entry
ocean-financial-centre,Ocean Financial Centre,"10 Collyer Quay, S(049315)",Car,Sun & PH,06:00 AM,05:59 AM,10 mins grace period; $5.90 per entry
odeon-towers,Odeon Towers,"331 North Bridge Road, S(188720)",Car,Mon - Sun & PH,07:00 AM,06:00 PM,10 mins grace period; First hour $2.50; Subsequent 30 mins $1.25
odeon-towers,Odeon Towers,"331 North Bridge Road, S(188720)",Car,Mon - Sun & PH,06:00 PM,12:00 AM,10 mins grace period; $3.00 per entry
odeon-towers,Odeon Towers,"331 North Bridge Road, S(188720)",Car,Mon - Sun & PH,12:00 AM,07:00 AM,10 mins grace period; $5.00 per entry
tanglin-post-office,Tanglin Post Office,"56 Tanglin Road, S(247964)",Car,Mon - Fri,06:01 AM,05:00 PM,10 mins grace period; First hour $2.40; Subsequent 30 mins $1.20
tanglin-post-office,Tanglin Post Office,"56 Tanglin Road, S(247964)",Car,Mon - Fri,05:01 PM,06:00 AM,10 mins grace period; $3.50 per entry
tanglin-post-office,Tanglin Post Office,"56 Tanglin Road, S(247964)",Car,Sat,06:01 AM,01:00 PM,10 mins grace period; First hour $2.40; Subsequent 30 mins $1.20
tanglin-post-office,Tanglin Post Office,"56 Tanglin Road, S(247964)",Car,Sat,01:01 PM,06:00 AM,10 mins grace period; $3.50 per entry
tanglin-post-office,Tanglin Post Office,"56 Tanglin Road, S(247964)",Car,Sun & PH,06:01 AM,06:00 AM,10 mins grace period; $3.50 per entry
tanglin-shopping-centre,Tanglin Shopping Centre,"19 Tanglin Road, S(247909)",Car,Mon - Sat,08:00 AM,05:59 PM,First hour $3.50; Subsequent 30 mins $1.75
tanglin-shopping-centre,Tanglin Shopping Centre,"19 Tanglin Road, S(247909)",Car,Mon - Sat,06:00 PM,07:59 AM,$3.60 per entry
tanglin-shopping-centre,Tanglin Shopping Centre,"19 Tanglin Road, S(247909)",Car,Sun & PH,08:00 AM,07:59 AM,$3.60 per entry
og-people-s-park,OG People's Park,"100 Upper Cross Street, S(059108)",Car,Mon - Sun & PH,07:00 AM,10:59 PM,$1.20 per 30 mins
og-albert,OG Albert,"60 Albert Street, S(189969)",Car,Mon - Sun & PH,07:00 AM,07:00 PM,$1.20 per 30 mins
og-albert,OG Albert,"60 Albert Street, S(189969)",Car,Mon - Sun & PH,07:00 PM,10:59 PM,$1.20 per 30 mins
tanjong-pagar-complex-covered-carpark,Tanjong Pagar Complex (Covered Carpark),"7 Keppel Road, S(089053)",Car,Mon - Fri,07:00 AM,07:00 PM,First 30 mins $1.35; Subsequent 10 mins $0.45
tanjong-pagar-complex-covered-carpark,Tanjong Pagar Complex (Covered Carpark),"7 Keppel Road, S(089053)",Car,Mon - Fri,07:00 PM,07:00 AM,$2.30 per entry
tanjong-pagar-complex-covered-carpark,Tanjong Pagar Complex (Covered Carpark),"7 Keppel Road, S(089053)",Car,Sat,07:00 AM,01:00 PM,First 30 mins $1.35; Subsequent 10 mins $0.45
tanjong-pagar-complex-covered-carpark,Tanjong Pagar Complex (Covered Carpark),"7 Keppel Road, S(089053)",Car,Sat,01:00 PM,07:00 AM,$2.30 per entry
tanjong-pagar-complex-covered-carpark,Tanjong Pagar Complex (Covered Carpark),"7 Keppel Road, S(089053)",Car,Sun & PH,07:00 AM,07:00 AM,$2.30 per entry
tanjong-pagar-complex-open-carpark,Tanjong Pagar Complex (Open Carpark),"7 Keppel Road, S(089053)",Car,Mon - Fri,07:00 AM,07:00 PM,First 30 mins $1.20; Subsequent 10 mins $0.40
tanjong-pagar-complex-open-carpark,Tanjong Pagar Complex (Open Carpark),"7 Keppel Road, S(089053)",Car,Mon - Fri,07:00 PM,07:00 AM,$2.30 per entry
tanjong-pagar-complex-open-carpark,Tanjong Pagar Complex (Open Carpark),"7 Keppel Road, S(089053)",Car,Sat,07:00 AM,01:00 PM,First 30 mins $1.20; Subsequent 10 mins $0.40
tanjong-pagar-complex-open-carpark,Tanjong Pagar Complex (Open Carpark),"7 Keppel Road, S(089053)",Car,Sat,02:00 PM,07:00 AM,$2.30 per entry
tanjong-pagar-complex-open-carpark,Tanjong Pagar Complex (Open Carpark),"7 Keppel Road, S(089053)",Car,Sun & PH,07:00 AM,07:00 AM,$2.30 per entry
one-dusun-residences,One Dusun Residences,"1 Jalan Dusun, S(329363)",Car,Mon - Sun & PH,07:00 AM,06:00 PM,$1.80 per hour; Capped at $5.20
one-dusun-residences,One Dusun Residences,"1 Jalan Dusun, S(329363)",Car,Mon - Sun & PH,06:00 PM,07:00 AM,$3.30 per entry; Capped at $5.20
teletech-park-basement-car-park,Teletech Park (Basement Car Park),"20 Science Park Road, S(117674)",Car,Mon - Fri,08:00 AM,08:00 PM,15 mins grace period; Per hour $1.20
one-fullerton-the-fullerton-heritage,One Fullerton - The Fullerton Heritage,"1 Fullerton Road, S(049213)",Car,Mon - Fri,07:01 AM,06:00 PM,$1.07 per 10 mins
one-fullerton-the-fullerton-heritage,One Fullerton - The Fullerton Heritage,"1 Fullerton Road, S(049213)",Car,Mon - Fri,06:01 PM,12:00 AM,$6.00 per entry
one-fullerton-the-fullerton-heritage,One Fullerton - The Fullerton Heritage,"1 Fullerton Road, S(049213)",Car,Mon - Fri,12:01 AM,07:00 AM,$7.00 per entry
one-fullerton-the-fullerton-heritage,One Fullerton - The Fullerton Heritage,"1 Fullerton Road, S(049213)",Car,Sat,07:01 AM,12:00 AM,$6.00 per entry
one-fullerton-the-fullerton-heritage,One Fullerton - The Fullerton Heritage,"1 Fullerton Road, S(049213)",Car,Sat,12:01 AM,07:00 AM,$7.00 per entry
one-fullerton-the-fullerton-heritage,One Fullerton - The Fullerton Heritage,"1 Fullerton Road, S(049213)",Car,Sun & PH,07:01 AM,12:00 AM,$6.00 per entry
one-fullerton-the-fullerton-heritage,One Fullerton - The Fullerton Heritage,"1 Fullerton Road, S(049213)",Car,Sun & PH,12:01 AM,07:00 AM,$7.00 per entry
tanjong-pagar-plaza,Tanjong Pagar Plaza,"1 Tanjong Pagar Plaza, S(082001)",Car,Mon - Sat,07:00 AM,05:00 PM,$1.20 per 30 mins
tanjong-pagar-plaza,Tanjong Pagar Plaza,"1 Tanjong Pagar Plaza, S(082001)",Car,Mon - Sat,05:00 PM,10:30 PM,$0.60 per 30 mins
tanjong-pagar-plaza,Tanjong Pagar Plaza,"1 Tanjong Pagar Plaza, S(082001)",Car,Mon - Sat,10:30 PM,07:00 AM,$0.60 per 30 mins
tanjong-pagar-plaza,Tanjong Pagar Plaza,"1 Tanjong Pagar Plaza, S(082001)",Car,Sun & PH,07:00 AM,10:30 PM,$0.60 per 30 mins
tanjong-pagar-plaza,Tanjong Pagar Plaza,"1 Tanjong Pagar Plaza, S(082001)",Car,Sun & PH,10:30 PM,07:00 AM,$0.60 per 30 mins
haw-par-centre,Haw Par Centre,"180 Clemenceau Avenue, S(239922)",Car,Mon - Sat,07:00 AM,07:00 PM,$1.40 per 30 mins
haw-par-centre,Haw Par Centre,"180 Clemenceau Avenue, S(239922)",Car,Mon - Sat,07:00 PM,07:00 AM,$4.00 per entry
haw-par-centre,Haw Par Centre,"180 Clemenceau Avenue, S(239922)",Car,Sun & PH,07:00 AM,07:00 AM,$4.00 per entry
one-george-street,One George Street,"1 George Street, S(049145)",Car,Mon - Fri,06:00 PM,07:00 AM,$3.60 per entry
one-george-street,One George Street,"1 George Street, S(049145)",Car,Mon - Fri,07:00 AM,01:00 PM,$2.50 per 30 mins
one-george-street,One George Street,"1 George Street, S(049145)",Car,Mon - Fri,01:00 PM,07:00 AM,$3.60 per entry
one-george-street,One George Street,"1 George Street, S(049145)",Car,Sun & PH,07:00 AM,07:00 AM,$3.60 per entry
textile-centre,Textile Centre,"200 Jalan Sultan, S(199018)",Car,Mon - Sat,08:00 AM,05:59 PM,$2.00 per hour
textile-centre,Textile Centre,"200 Jalan Sultan, S(199018)",Car,Mon - Sat,06:00 PM,07:59 AM,$2.50 per entry
textile-centre,Textile Centre,"200 Jalan Sultan, S(199018)",Car,Sun & PH,08:00 AM,07:59 AM,$2.50 per entry
the-adelphi,The Adelphi,"1 Coleman Street, S(179803)",Car,Mon - Sat,06:00 AM,04:59 PM,First hour $2.40; Subsequent 30 mins $1.20
the-adelphi,The Adelphi,"1 Coleman Street, S(179803)",Car,Mon - Sat,05:00 PM,05:59 AM,$3.21 per entry
the-adelphi,The Adelphi,"1 Coleman Street, S(179803)",Car,Sun & PH,06:00 AM,06:00 AM,$3.21 per entry
hb-centre-1,Hb Centre 1,"12 Tannery Road, S(347722)",Car,Mon - Fri,07:00 AM,06:00 PM,First hour $1.20; Subsequent 30 mins $0.60
hb-centre-1,Hb Centre 1,"12 Tannery Road, S(347722)",Car,Mon - Fri,06:00 PM,12:00 AM,$2.00 per entry
hb-centre-1,Hb Centre 1,"12 Tannery Road, S(347722)",Car,Mon - Fri,12:00 AM,07:00 AM,$10.00 per entry
hb-centre-1,Hb Centre 1,"12 Tannery Road, S(347722)",Car,Sat,07:00 AM,06:00 PM,First hour $1.20; Subsequent 30 mins $0.60
hb-centre-1,Hb Centre 1,"12 Tannery Road, S(347722)",Car,Sat,06:00 PM,12:00 AM,$2.00 per entry
hb-centre-1,Hb Centre 1,"12 Tannery Road, S(347722)",Car,Sun & PH,07:00 AM,12:00 AM,Free parking
haw-par-villa,Haw Par Villa,"262 Pasir Panjang Road, S(118628)",Car,Mon - Sun & PH,07:30 AM,10:30 PM,$5.00 per entry
health-promotion-board,Health Promotion Board,"3 Second Hospital Avenue, S(168937)",Car,Mon - Sun & PH,12:00 AM,12:00 AM,15 mins grace period; Per hour $3.27
the-alexcier,The Alexcier,"237 Alexandra Road, S(159929)",Car,Mon - Fri,10:01 PM,06:00 PM,10 mins grace period; Per hour $2.00
the-alexcier,The Alexcier,"237 Alexandra Road, S(159929)",Car,Mon - Fri,06:01 PM,10:00 PM,10 mins grace period; $3.00 per entry
the-alexcier,The Alexcier,"237 Alexandra Road, S(159929)",Car,Sat,10:01 PM,06:00 PM,10 mins grace period; Per hour $1.50
the-alexcier,The Alexcier,"237 Alexandra Road, S(159929)",Car,Sat,06:01 PM,10:00 PM,10 mins grace period; $3.00 per entry
the-alexcier,The Alexcier,"237 Alexandra Road, S(159929)",Car,Sun & PH,10:01 PM,06:00 PM,10 mins grace period; Per hour $1.00
the-alexcier,The Alexcier,"237 Alexandra Road, S(159929)",Car,Sun & PH,06:01 PM,10:00 PM,10 mins grace period; Per hour $1.00
the-atrium-orchard,The Atrium @ Orchard,"60 Orchard Road, S(238889)",Car,Mon - Fri,12:00 AM,05:59 PM,First hour $1.95; Subsequent 15 mins $0.55
the-atrium-orchard,The Atrium @ Orchard,"60 Orchard Road, S(238889)",Car,Mon - Fri,06:00 PM,11:59 PM,$3.25 per entry
the-atrium-orchard,The Atrium @ Orchard,"60 Orchard Road, S(238889)",Car,Sat - Sun & PH,03:00 AM,05:59 PM,First 2 hours $3.25; Subsequent 15 mins $0.55
the-atrium-orchard,The Atrium @ Orchard,"60 Orchard Road, S(238889)",Car,Sat - Sun & PH,06:00 PM,11:59 PM,$3.25 per entry
the-atrium-orchard,The Atrium @ Orchard,"60 Orchard Road, S(238889)",Car,Sat - Sun & PH,12:00 AM,02:59 AM,$0.55 per 15 mins
the-cathay,The Cathay,"2 Handy Road, S(229233)",Car,Mon - Fri,08:00 AM,09:59 AM,$1.40 per 30 mins
the-cathay,The Cathay,"2 Handy Road, S(229233)",Car,Mon - Fri,10:00 AM,05:59 PM,$1.40 per hour
the-cathay,The Cathay,"2 Handy Road, S(229233)",Car,Mon - Fri,06:00 PM,07:59 AM,$3.00 per entry
the-cathay,The Cathay,"2 Handy Road, S(229233)",Car,Sat - Sun & PH,08:00 AM,05:59 PM,$1.40 per hour
the-cathay,The Cathay,"2 Handy Road, S(229233)",Car,Sat - Sun & PH,06:00 PM,07:59 AM,$3.00 per entry
one-marina-boulevard,One Marina Boulevard,"1 Marina Boulevard, S(018989)",Car,Mon - Fri,07:00 AM,05:00 PM,$3.24 per 30 mins
one-marina-boulevard,One Marina Boulevard,"1 Marina Boulevard, S(018989)",Car,Mon - Fri,05:00 PM,07:00 AM,$3.78 per entry
one-marina-boulevard,One Marina Boulevard,"1 Marina Boulevard, S(018989)",Car,Sat,07:00 AM,01:00 PM,$3.24 per 30 mins
one-marina-boulevard,One Marina Boulevard,"1 Marina Boulevard, S(018989)",Car,Sat,01:00 PM,07:00 AM,$3.78 per entry
one-marina-boulevard,One Marina Boulevard,"1 Marina Boulevard, S(018989)",Car,Sun & PH,07:00 AM,07:00 AM,$3.78 per entry
the-bencoolen,The Bencoolen,"180 Bencoolen Street, S(189646)",Car,Mon - Sat,06:00 AM,05:00 PM,$1.62 per 30 mins
the-bencoolen,The Bencoolen,"180 Bencoolen Street, S(189646)",Car,Mon - Sat,05:00 PM,11:00 PM,$1.62 per hour
the-bencoolen,The Bencoolen,"180 Bencoolen Street, S(189646)",Car,Mon - Sat,11:00 PM,06:00 AM,$3.25 per entry
the-bencoolen,The Bencoolen,"180 Bencoolen Street, S(189646)",Car,Sun & PH,06:00 AM,11:00 PM,$1.62 per hour
the-bencoolen,The Bencoolen,"180 Bencoolen Street, S(189646)",Car,Sun & PH,11:00 PM,06:00 AM,$3.25 per entry
the-centrepoint,The Centrepoint,"176 Orchard Road, S(238843)",Car,Mon - Fri,06:00 AM,05:58 AM,First hour $2.80; Subsequent 30 mins $1.20
the-centrepoint,The Centrepoint,"176 Orchard Road, S(238843)",Car,Sat - Sun & PH,06:00 AM,05:59 AM,First hour $3.00; Subsequent 30 mins $1.20
henderson-building,Henderson Building,"221 Henderson Road, S(159557)",Car,Mon - Sat,08:00 AM,05:00 PM,10 mins grace period; First hour $1.50; Subsequent 30 mins $0.75
