slug,name,address,vehicle_type,day,time_start,time_end,rate
far-east-square,Far East Square,"42 Pekin Street, S(048772)",Car,Mon - Fri,12:01 AM,05:59 PM,10 mins grace period; First hour $4.36; Subsequent 15 mins $1.09
far-east-square,Far East Square,"42 Pekin Street, S(048772)",Car,Mon - Fri,06:00 PM,12:00 AM,10 mins grace period; $3.27 per entry
far-east-square,Far East Square,"42 Pekin Street, S(048772)",Car,Sat,06:00 AM,06:00 AM,10 mins grace period; $3.27 per entry
far-east-square,Far East Square,"42 Pekin Street, S(048772)",Car,Sun & PH,06:00 AM,06:00 AM,10 mins grace period; $3.27 per entry
farrer-park-sports-centre,Farrer Park Sports Centre,"2 Rutland Road, S(218253)",Car,Mon - Sun & PH,07:00 AM,05:00 PM,10 mins grace period; Per 30 mins $0.60; Capped at $5.00
farrer-park-sports-centre,Farrer Park Sports Centre,"2 Rutland Road, S(218253)",Car,Mon - Sun & PH,05:00 PM,07:00 AM,10 mins grace period; Per 30 mins $0.60; Capped at $5.00
fook-hai-building,Fook Hai Building,"150 South Bridge Road, S(058727)",Car,Mon - Sat,07:30 AM,04:59 PM,$1.50 per 30 mins
fook-hai-building,Fook Hai Building,"150 South Bridge Road, S(058727)",Car,Mon - Sat,05:00 PM,07:30 AM,$3.50 per entry
fook-hai-building,Fook Hai Building,"150 South Bridge Road, S(058727)",Car,Sun & PH,07:00 AM,07:00 AM,$3.50 per entry
foot-care-limb-design-centre-flc,Foot Care & Limb Design Centre (FLC),"11 Jalan Tan Tock Seng, S(308433)",Car,Mon - Fri,07:00 AM,06:00 PM,15 mins grace period; Per hour $2.40
foot-care-limb-design-centre-flc,Foot Care & Limb Design Centre (FLC),"11 Jalan Tan Tock Seng, S(308433)",Car,Mon - Fri,06:00 PM,07:00 AM,15 mins grace period; $2.40 per entry
foot-care-limb-design-centre-flc,Foot Care & Limb Design Centre (FLC),"11 Jalan Tan Tock Seng, S(308433)",Car,Sat - Sun & PH,07:00 AM,07:00 AM,15 mins grace period; $2.40 per entry
fortune-centre,Fortune Centre,"190 Middle Road, S(188979)",Car,Mon - Sun & PH,07:00 AM,05:00 PM,10 mins grace period; Per hour $3.25
fortune-centre,Fortune Centre,"190 Middle Road, S(188979)",Car,Mon - Sun & PH,05:00 PM,07:00 AM,10 mins grace period; $5.60 per entry
forum-the-shopping-mall,Forum The Shopping Mall,"583 Orchard Road, S(238884)",Car,Mon - Fri,06:00 AM,05:00 PM,First hour $2.60; Subsequent 30 mins $1.30
forum-the-shopping-mall,Forum The Shopping Mall,"583 Orchard Road, S(238884)",Car,Mon - Fri,05:00 PM,06:00 AM,$3.50 per entry
forum-the-shopping-mall,Forum The Shopping Mall,"583 Orchard Road, S(238884)",Car,Sat,06:00 AM,05:00 PM,First hour $2.80; Subsequent 30 mins $1.30
forum-the-shopping-mall,Forum The Shopping Mall,"583 Orchard Road, S(238884)",Car,Sat,05:00 PM,06:00 AM,$3.50 per entry; Per 30 mins $1.30
forum-the-shopping-mall,Forum The Shopping Mall,"583 Orchard Road, S(238884)",Car,Sun & PH,06:00 AM,05:00 PM,First hour $2.80; Subsequent 30 mins $1.50
forum-the-shopping-mall,Forum The Shopping Mall,"583 Orchard Road, S(238884)",Car,Sun & PH,05:00 PM,06:00 AM,$3.50 per entry
fu-lu-shou-complex,Fu Lu Shou Complex,"149 Rochor Road, S(188425)",Car,Mon - Sun & PH,08:00 AM,04:59 PM,First 30 mins $1.30; Subsequent 30 mins $1.20
fu-lu-shou-complex,Fu Lu Shou Complex,"149 Rochor Road, S(188425)",Car,Mon - Sun & PH,05:00 PM,12:30 AM,$2.50 per entry
frasers-tower,Frasers Tower,"182 Cecil Street, S(069547)",Car,Mon - Fri,07:00 AM,05:59 PM,$3.30 per 30 mins
frasers-tower,Frasers Tower,"182 Cecil Street, S(069547)",Car,Mon - Fri,06:00 PM,06:59 AM,$4.20 per entry
frasers-tower,Frasers Tower,"182 Cecil Street, S(069547)",Car,Sat - Sun & PH,07:00 AM,06:59 AM,$4.20 per entry
frasers-tower,Frasers Tower,"182 Cecil Street, S(069547)",Motorcycle,Mon - Fri,07:00 AM,05:59 PM,$2.00 per hour
frasers-tower,Frasers Tower,"182 Cecil Street, S(069547)",Motorcycle,Mon - Fri,06:00 PM,06:59 AM,$3.50 per entry
frasers-tower,Frasers Tower,"182 Cecil Street, S(069547)",Motorcycle,Sat - Sun & PH,07:00 AM,06:59 AM,$3.50 per entry
